ID,Name,NameKR,MinLevel,MaxLevel,BossID,Desc
1236,Zone_1236,심마니들의 비밀 캠프,23601,23700,0,산속 깊은 곳의 유일한 상점 및 세이브 포인트
1237,Zone_1237,타락한 유생들의 그림자 서원,23701,23800,0,유교 경전을 읊어 공격하는 적들이 상주하는 지능형 던전
1238,Zone_1238,백제 향로 속의 오악사 무대,23801,23900,0,음악의 비트에 맞춰 적의 공격을 회피해야 하는 리듬 전장
1239,겨울,조선 국왕의 비밀 정원,23901,24000,0,발자국 소리가 크게 들려 잠입이 어려운 겨울 정원
1240,Zone_1240,묘령의 약초꾼 소년의 오두막,24001,24100,0,희귀 약초를 비싼 값에 팔거나 특수한 비약을 만드는 거점
1241,Zone_1241,가야의 황금 알 제단,24101,24200,0,가야의 시조들을 소환하거나 축복을 받는 신성 구역
1242,산적기지,임꺽정의 산채,24201,24300,0,거대한 통나무 함정이 굴러오는 산악 돌파형 전장
1243,Zone_1243,홍길동의 활빈당 지하 기지,24301,24400,0,의적들의 본거지. 가난한 자에게 보물을 주면 명성이 상승
1244,심층부,석빙고 내부,24401,24500,0,보스 몬스터 '빙괴 요괴'가 잠들어 있는 극한의 냉기 방
1245,Zone_1245,평양 기방의 화려한 연회실,24501,24600,0,매혹 수치가 낮으면 입장할 수 없는 고품격 정보 수집처
1246,Zone_1246,지옥 4층: 검수 지옥,24601,24700,0,이동할 때마다 체력이 깎이는 칼날 숲. 방어력 무시 지형
1247,Zone_1247,지옥 5층: 발수 지옥,24701,24800,0,끊임없이 바위가 떨어지는 구간. 순발력 테스트 맵
1248,Zone_1248,지옥 6층: 독사 지옥,24801,24900,0,해독제가 없으면 수 초 내에 사망하는 치명적인 독 지형
1249,Zone_1249,역사의 파수꾼의 거대 시계탑,24901,25000,0,"2,750번째 에셋 완성을 앞두고 나타나는 시공간의 핵심"
1250,Zone_1250,아카이비스트의 '메모'의 숲,25001,25100,0,"지금까지 기록한 2,750개의 에셋들이 글자로 떠다니는 공간"
1251,명칭,이름,25101,25200,0,비고(용도/특징)
1252,연기나는구덩이,화포 주조소,25201,25300,0,화포 유닛 생산 및 원거리 무기 위력 강화 구역
1253,성벽외곽,거중기 공사장,25301,25400,0,성벽 수리 속도 증가 및 무거운 투사체 공격 가능 지형
1254,소방대본부,금화도감,25401,25500,0,화염 속성 공격 무효화 및 화재 진압 미션 허브
1255,인쇄공방,교서관,25501,25600,0,스킬북 복사 및 마법 주문서 대량 생산 가능 장소
1256,Zone_1256,내의원 약재 창고,25601,25700,0,고급 회복 아이템 보급 및 독 면역 버프 부여 구역
1257,Zone_1257,훈련도감 연무장,25701,25800,0,근접 캐릭터 스킬 숙련도 노가다 및 콤보 연습장
1258,Zone_1258,포도청 지하 취조실,25801,25900,0,정보 자백 유도 및 적 NPC 심문 시스템 전용 맵
1259,Zone_1259,운종가 비단 상점가,25901,26000,0,외형 변경(코스튬) 및 방어구 매력도 강화 구역
1260,Zone_1260,피맛골 주막 뒷길,26001,26100,0,양반 NPC들의 시야를 피해 이동하는 잠입 전용로
1261,Zone_1261,한양 서촌의 여염집,26101,26200,0,일상 퀘스트 및 민초 NPC들과의 유대 강화 거점
1262,兵舍,고구려 개마무사 병사,26201,26300,0,중갑 기병 유닛의 방어력 업그레이드 및 장비 정비
1263,Zone_1263,백제 미륵사지 목탑 내부,26301,26400,0,층마다 기믹을 풀며 올라가는 수직형 던전
1264,겨울,신라 포석정,26401,26500,0,얼음 위를 미끄러지며 적의 공격을 피하는 슬라이딩 맵
1265,Zone_1265,가야 가야금 오동나무 숲,26501,26600,0,나무를 타격해 발생하는 소리로 적을 기절시키는 기믹
1266,Zone_1266,발해 상경룡천부 광장,26601,26700,0,대규모 야외 전투 및 북방 연합군 집결지
1267,Zone_1267,고려 벽란도 아라비아 상단,26701,26800,0,전 세계 희귀 아이템이 모이는 하이엔드 거래소
1268,Zone_1268,조선판 천문학 '간의대',26801,26900,0,밤 시간대 마법 조준 보정 및 기상 예측 장치
1269,Zone_1269,동궁과 월지 수중 보물고,26901,27000,0,산소 게이지를 소모하며 보물을 인양하는 수중 던전
1270,냉동창고,석빙고 심층부,27001,27100,0,음식 아이템 유통기한 무제한 보관 및 냉기 마법 강화
1271,Zone_1271,남대문 시장 옹기전,27101,27200,0,항아리 속에 숨거나 던져서 깨뜨려 범위를 제어하는 맵
1272,가상/망령,서대문 형무소,27201,27300,0,원한 맺린 망령들이 출몰하는 하드코어 탈출 맵
1273,밤,한강 철교 폐허,27301,27400,0,낙사가 빈번하며 저격수들이 배치된 긴장감 높은 전장
1274,막장,강원도 탄광 갱도,27401,27500,0,가스 노출 시 화염 공격 금지(폭발 기믹) 지역
1275,Zone_1275,삼청동 소나무 갤러리,27501,27600,0,예술 아이템 수집 및 캐릭터 매력도(CHA) 상승 공간
1276,Zone_1276,덕수궁 석조전 회랑,27601,27700,0,서구식 장비와 전통 장비가 충돌하는 이색적인 맵
1277,도개교,영도대교,27701,27800,0,다리가 올라가는 동안 경로가 차단되는 시간 제한 맵
1278,Zone_1278,을지로 공구 뒷골목,27801,27900,0,기계류 몬스터의 부품을 수급하거나 수리하는 거점
1279,불턱,제주도 해녀 탈의장,27901,28000,0,해녀 NPC들의 휴식처 및 수중 작전 회의소
1280,Zone_1280,울릉도 도동항 절벽길,28001,28100,0,좁은 길에서의 전투와 해안 몬스터의 기습이 잦은 맵
1281,Zone_1281,독도 수호 대피소,28101,28200,0,해상 영토 방어전의 시작점이자 세이브 포인트
1282,Zone_1282,지리산 뱀사골 계곡,28201,28300,0,수중 이동 속도 증가 및 뱀 요괴 서식지
1283,Zone_1283,설악산 흔들바위 광장,28301,28400,0,바위를 밀어 아래쪽 적들에게 광역 물리 피해를 주는 기믹
1284,Zone_1284,무등산 주상절리대,28401,28500,0,고공 점프 액션과 낙사 유도가 핵심인 전략 지형
1285,Zone_1285,대관령 양떼 목장,28501,28600,0,평화로운 분위기 속에서 양으로 변신한 적을 찾아내는 맵
1286,Zone_1286,낙동강 삼각주 갯벌,28601,28700,0,발이 빠져 이동 속도가 감소하며 갯벌 속 적 출현
1287,Zone_1287,충주호 수중 마을,28701,28800,0,수중 탐험과 지상 전투가 반복되는 몽환적인 맵
1288,Zone_1288,담양 메타세쿼이아 길,28801,28900,0,일직선상에서의 고속 기동 및 돌격전 특화 맵
1289,계단식,보성 녹차 밭,28901,29000,0,고도 차를 이용한 원거리 사격 및 은신 전투 지형
1290,Zone_1290,진해 군항제 벚꽃길,29001,29100,0,시야를 가리는 꽃잎 속에서 암살자들을 찾아내는 맵
1291,Zone_1291,부안 채석강 해식동굴,29101,29200,0,만조 시 출구가 막히는 시간 제한형 탐험 던전
1292,Zone_1292,안동 도산서원 강당,29201,29300,0,지식 시험을 치르거나 마나 재생력을 높이는 명상 구역
1293,Zone_1293,영주 부석사 무량수전,29301,29400,0,가장 아름다운 전망과 함께 아군 방어력이 상승하는 성소
1294,Zone_1294,합천 해인사 수다라장,29401,29500,0,소음을 내면 강력한 파수꾼이 소환되는 정숙 구역
1295,Zone_1295,양산 통도사 금강계단,29501,29600,0,모든 저주와 상태이상이 해제되는 최상급 정화 지대
1296,Zone_1296,순천 선암사 승선교,29601,29700,0,다리 아래에서 벌어지는 기습 방어전 전용 맵
1297,Zone_1297,서울 인왕산 국사당,29701,29800,0,신내림 버프를 받거나 악령을 봉인하는 무속 특화 지형
1298,Zone_1298,지리산 천왕봉 운해,29801,29900,0,하늘 위를 걷는 듯한 공중 전투 및 최종 시련의 장소
1299,Zone_1299,한라산 백록담 설경,29901,30000,0,빙결 속성 몬스터들의 최종 본거지이자 희귀 꽃 채집지
1300,Zone_1300,독도 해저 화산 분화구,30001,30100,0,수중 화염 피해와 수압을 동시에 견뎌야 하는 극한 던전
1301,Zone_1301,아카이비스트의 주석 서고,30101,30200,0,지금까지의 모든 기록이 동상으로 세워진 중앙 홀
1302,달밤,도깨비의 씨름판,30201,30300,0,도깨비와 힘겨루기 미니게임 및 근접 대결 전용 맵
1303,Zone_1303,구미호의 공동묘지,30301,30400,0,시체들이 깨어나며 구미호의 환각이 시작되는 던전
1304,Zone_1304,이무기의 폭포 아래 굴,30401,30500,0,승천하지 못한 이무기의 분노가 서린 전격 속성 구역
1305,Zone_1305,장산범의 하얀 모피 계곡,30501,30600,0,목소리를 흉내 내는 함정과 장산범의 은신처
1306,Zone_1306,어둑시니의 심연의 방,30601,30700,0,쳐다볼수록 지형이 작아지는 착시 현상 기반의 맵
1307,Zone_1307,불가사리의 무쇠 위장 내부,30701,30800,0,먹힌 플레이어가 장비를 소모하며 탈출하는 생체 던전
1308,Zone_1308,삼두매의 벼랑 위 둥지,30801,30900,0,수직 상승 기류를 이용한 고공 전투 및 낙사 유도
1309,Zone_1309,묘두사의 밤의 정원,30901,31000,0,밤에만 꽃이 피며 시야를 공유하는 기괴한 정원
1310,Zone_1310,지옥 1층: 발설 지옥,31001,31100,0,거짓말(부정적 채팅/행동) 시 데미지를 입는 컨셉 맵
1311,Zone_1311,지옥 2층: 한빙 지옥,31101,31200,0,모든 움직임이 느려지고 체력이 지속 감소하는 극한 맵
1312,Zone_1312,지옥 3층: 화탕 지옥,31201,31300,0,뜨거운 기름이 튀며 발판이 실시간으로 녹는 맵
1313,Zone_1313,명부의 업경대 광장,31301,31400,0,자신의 클론(과거의 나)과 싸워야 하는 시련의 장
1314,천년연못,선녀의 목욕탕,31401,31500,0,장비를 도둑맞지 않도록 지키며 버프를 받는 장소
1315,Zone_1315,월하노인의 붉은 실 미로,31501,31600,0,실을 따라가며 올바른 파트너 NPC를 찾는 퍼즐 맵
1316,Zone_1316,계수나무 아래 월궁,31601,31700,0,중력이 낮아 점프력은 높지만 행동 제어가 어려운 지형
1317,Zone_1317,환웅의 신단수 아래,31701,31800,0,세계관의 근원적인 힘을 회복하는 궁극의 휴식처
1318,Zone_1318,마고할미의 손바닥 바위,31801,31900,0,지형 자체가 거신(Giant)의 일부인 광활한 오픈 필드
1319,Zone_1319,용궁의 진주 감옥,31901,32000,0,진주 속에 갇힌 아군을 구출하는 수중 퍼즐 던전
1320,Zone_1320,타락한 차사의 검은 배,32001,32100,0,끊임없이 영혼들이 기어 올라오는 선상 방어전 맵
1321,Zone_1321,신비로운 옹기마을,32101,32200,0,모든 NPC가 항아리 속에서 생활하는 기묘한 정착지
1322,Zone_1322,바람의 신 '영등할망'의 길,32201,32300,0,바람의 방향에 맞춰 돛을 조절해야 하는 항해 맵
1323,Zone_1323,처용의 춤추는 연회장,32301,32400,0,음악의 리듬에 맞춰 발판을 밟아야 하는 리듬 전장
1324,Zone_1324,비운의 왕비의 한 맺힌 연못,32401,32500,0,물속에서 원혼들이 다리를 잡아끄는 공포 테마 맵
1325,Zone_1325,장영실의 별 관측 지하수,32501,32600,0,빛을 반사시켜 특정 별자리를 완성하는 퍼즐 지형
1326,Zone_1326,고려 상단의 침몰선 내부,32601,32700,0,기울어진 선체와 쏟아지는 화물 사이에서 버티는 맵
1327,Zone_1327,신라 화랑의 수련 폭포,32701,32800,0,폭포수 아래에서 명상을 통해 마나 최대치를 늘리는 곳
1328,Zone_1328,체탐인의 비밀 연락소,32801,32900,0,아군끼리만 아는 암호를 풀어야 진입 가능한 안전 가옥
1329,Zone_1329,타락한 유생의 그림자 서원,32901,33000,0,글자가 탄환이 되어 날아오는 지능형 전투 지형
1330,Zone_1330,백제 오악사의 공연 무대,33001,33100,0,소리 파동이 물리적인 힘을 발휘하는 플랫폼 지형
1331,향원정,겨울 경복궁 후원,33101,33200,0,발자국이 남지 않도록 얼음 위를 걷는 잠입 특화 맵
1332,Zone_1332,가야의 황금 알 제단,33201,33300,0,시조 강림 의식을 통해 강력한 소환수를 얻는 성지
1333,Zone_1333,임꺽정의 구월산 산채,33301,33400,0,거대한 바위가 굴러오는 산악 돌파형 전장
1334,Zone_1334,홍길동의 활빈당 지하 기지,33401,33500,0,의적들의 본거지이자 빈민 구제 퀘스트 허브
1335,Zone_1335,조선 화포 제작소 내부,33501,33600,0,폭발 위험이 상시 존재하는 고난도 제작/전투 구역
1336,Zone_1336,신비의 가야금 제작 숲,33601,33700,0,나무를 두드려 올바른 음계를 연주해야 길을 여는 숲
1337,Zone_1337,지옥 나장의 쇠사슬 방,33701,33800,0,적에게 포박당한 아군을 구출해야 하는 감옥 던전
1338,심야,선녀의 목욕 연못,33801,33900,0,밤에만 나타나는 희귀 영물을 낚을 수 있는 낚시터
1339,대결,강화도 고인돌 광장,33901,34000,0,거대 보스 몬스터가 돌을 던져 공격하는 개활지
1340,Zone_1340,묘령의 매분구 비밀 상점,34001,34100,0,밤에만 입장 가능하며 외형과 성별을 바꾸는 특수 맵
1341,Zone_1341,바람 부는 대나무 밭,34101,34200,0,바람의 소리에 따라 적의 위치를 찾는 사운드 특화 맵
1342,Zone_1342,타락한 고승의 검은 사찰,34201,34300,0,다크 판타지 스타일의 불교 테마 최종 던전
1343,Zone_1343,수군의 거북선 도크,34301,34400,0,거대 함선을 직접 수리하거나 개조하는 군사 기지
1344,Zone_1344,풍수 명당의 용맥 분출구,34401,34500,0,특정 시간마다 버프가 솟아나오거나 폭발하는 전략 포인트
1345,Zone_1345,삼두매의 벼랑 위 둥지,34501,34600,0,비행 몬스터들의 본거지이자 추락 주의 구역
1346,Zone_1346,불개가 사는 태양의 동굴,34601,34700,0,일식이 일어나면 보스가 약화되는 시간제 던전
1347,Zone_1347,아카이비스트의 지하 서고,34701,34800,0,리스트에서 삭제된 금기 아이템들이 보스로 등장하는 곳
1348,겨울,왕실 비밀 정원,34801,34900,0,눈 위에 남는 발자국을 지우며 이동해야 하는 잠입 맵
1349,Zone_1349,묘령의 약초 소년 오두막,34901,35000,0,희귀 재료를 비싸게 팔거나 특수 비약을 만드는 거점
1350,Zone_1350,지옥 4층: 검수 지옥,35001,35100,0,걸을 때마다 체력이 깎이는 칼날 숲의 생존형 맵
1351,Zone_1351,아카이비스트의 '메모' 숲,35101,35200,0,지금까지 기록된 에셋들이 글자가 되어 떠다니는 공간
